title;price;place a;place b;place c;size;lat;long
BW Queens park, 75.40m2 ID#6630;280.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";75,40;44.80488280000001;20.448043
BW Queens park, 33.03m2 ID#6631;171.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";33,03;44.80488280000001;20.448043
Banijska, Gornji grad, Zemun ID#1217;145.000,00;"Beograd ";"Opština Zemun ";"Gornji grad ";63;46.2961712;14.8062347
Bulevar Arsenija Čarnojevića, Blok 37, Novi Beogra;145.000,00;"Beograd ";"Opština Novi Beograd ";Blok 37;64;44.8202941;20.3992782
1.0 stan na Voždovcu, Vojvode Stepe ID#1687;86.000,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";28;44.7608581;20.4848359
Patrijarha Varnave, Vracar, 3.0, 108 m2, uknjizen;486.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";108;44.7981382;20.4690468
Voždovac, Bioskop Voždovac, Vojvode Stepe, 81m2;179.999,00;"Beograd ";"Opština Voždovac ";"Bioskop Voždovac ";81;44.7822375;20.4717445
Cara Nikolaja 3.0, 71+80m2 ID#1363;140.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";71;44.8001747;20.475769
Prodaja garsonjere;25.000,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";18;34.0922335;-117.435048
Vojvode Vlahovića, 60m2, 2/5;132.310,00;"Beograd ";"Opština Voždovac ";"Vojvode Vlahovića ";60;44.7598913;20.5068129
Zvezdara, Crveni krst - Vatroslava Jagića;79.900,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";28;44.795856;20.4882292
Funkcionalan dvosoban stan, uknjizen;70.000,00;"Beograd ";"Opština Rakovica ";"Vidikovačka padina ";35;null;null
Prodaje se 4.0-78,38kv,Ptk-78kv;173.500,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";78,38;44.7767729;20.4155629
Blok 30, 76m2, II, cg, uk. ID#79108;215.000,00;"Beograd ";"Opština Novi Beograd ";Blok 30 (B92);76;44.8189461;20.4195249
ID#27566, Prodaja, Stan, Belville, 68 m2;240.000,00;"Beograd ";"Opština Novi Beograd ";Blok 67 (Belvil);68;44.8054293;20.407693
Banjica, Paunova;82.000,00;"Beograd ";"Opština Voždovac ";"Banjica ";38;44.7621061;20.4683341
BW Eden, četvorosoban stan sa pogledom na Apollo k;579.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";145;44.80488280000001;20.448043
Penthaus u Bloku A, sa dva garažna mesta, 129m2;530.000,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);129;44.8061288;20.4015421
Luksuzan stan kod Botaničke Bašte ID#1183;420.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";162;null;null
Povoljno stan u Zemunu bez ulaganja ID#1244;169.000,00;"Beograd ";"Opština Zemun ";"Novi grad ";94;45.0486976;16.3746171
Lux 4.0 stan u centru Vračara ID#1243;510.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";174;44.795856;20.4882292
Čukarička padina, uknjižen 40m2 ID#4807;109.500,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";40;44.7791826;20.4058581
Palilula, Višnjica, Draginje Adamović, 43m2;71.400,00;"Beograd ";"Opština Palilula ";"Višnjica ";43;44.8282294;20.5479417
Rakovica - Mile Dimić ID#1387;99.000,00;"Beograd ";"Opština Rakovica ";"Centar ";63;34.8325353;-92.1873959
Jajinci, Novogradnja, 62m2+parking, Uknjižen;125.000,00;"Beograd ";"Opština Voždovac ";"Jajinci ";62;44.7422868;20.4838946
Miljakovac, 35m2, Potpuno renoviran i opremljen;78.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";35;44.7470721;20.4518071
Slavujev venac;188.000,00;"Beograd ";"Opština Zvezdara ";"Dimitrija Tucovića ";64;44.801971;20.4914278
Vrh, Lux, Novogradnja;128.250,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";45;44.7891937;20.4947692
Renoviran četvorosoban stan u Golf naselju, 140m2;490.000,00;"Beograd ";"Opština Čukarica ";"Golf ";140;null;null
Vrh, sve novo, Lux, Dedinje, uknjižen;369.000,00;"Beograd ";"Opština Savski venac ";"Dedinje ";135;44.77406879999999;20.4560195
Novo, Ustanička, Bulevar;114.000,00;"Beograd ";"Opština Zvezdara ";"Bulevar kralja Aleksandra ";53;44.7882497;20.5167404
Top, Svetogorska, Uknjizen;210.990,00;"Beograd ";"Opština Stari grad ";"Takovska ";68;44.8132855;20.472144
Beograd, Beogradjanka, Kneza Miloša;290.000,00;"Beograd ";"Opština Vračar ";"Krunska ";105;44.8052638;20.4702672
Strumička, Lekino Brdo, Voždovac;590.000,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";188;44.7891937;20.4947692
Sjajan stan,novogradnja,Pašino brdo,Vračar, 61m2;213.500,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";61;44.793588;20.4809591
Lux stan ,Novi Beograd,B63,Vojvođanska;339.000,00;"Beograd ";"Opština Novi Beograd ";Blok 63;95;44.805903;20.3823845
Lux duplex stan sa pogledom na Košutnjak,Luke Voj;215.000,00;"Beograd ";"Opština Rakovica ";"Skojevsko naselje ";84;44.7488098;20.4327635
Stan Kneginje Zorke ,Vračar Slavija,87m2;350.000,00;"Beograd ";"Opština Vračar ";"Slavija ";87;44.8027838;20.465944
Autokomanda 2.0 ID#1716;143.000,00;"Beograd ";"Opština Voždovac ";"Autokomanda ";51;44.7902717;20.46634
Karaburma kod crkve 58 + 8T;105.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";58;44.8172662;20.509558
Luksuzan trosoban stan kod Zvezdinog stadiona 116m;382.800,00;"Beograd ";"Opština Savski venac ";"Stadion Crvene zvezde ";116;44.783058;20.4647974
Modernan stil života po najvišim standardima;890.000,00;"Beograd ";"Opština Savski venac ";"Kneza Miloša ";231,09;44.8083301;20.4635596
Prodaja stana;103.500,00;"Beograd ";"Opština Čukarica ";"Cerak ";69;44.7520867;20.4184067
3.0 63m2+L Zemun Gornji grad- Pregrevica;155.000,00;"Beograd ";"Opština Zemun ";"Pregrevica ";63;44.8547444;20.3915123
Blok 21, Bul. Zorana Đinđića, 53kvm+10kvm;164.500,00;"Beograd ";"Opština Novi Beograd ";Blok 21;53;44.8145051;20.4303868
Renovirani 2.0 stan u mirnoj ulici u centru Zemuna;149.600,00;"Beograd ";"Opština Zemun ";"Centar ";55;34.8325353;-92.1873959
kej oslobodjenja;149.000,00;"Beograd ";"Opština Zemun ";"Kej ";45;null;null
BW Perla, Hercegovačka, 69.98m2 ID#6618;400.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";69,98;44.80488280000001;20.448043
BW Perla, Hercegovačka, 117.83m2 ID#6619;690.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";117,83;44.80488280000001;20.448043
BW Perla, Hercegovačka, 118.12m2 ID#6621;787.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";118,12;44.80488280000001;20.448043
Karaburma,0,5,35m2, uknjižena ID#2547;70.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";35;44.8172662;20.509558
Železnik 2.5 duplex 69m2+terasa + parking ID#1074;103.500,00;"Beograd ";"Opština Čukarica ";"Železnik ";69;44.7285926;20.3749395
Voždovac, Banjica;189.200,00;"Beograd ";"Opština Voždovac ";"Banjica ";86;44.7621061;20.4683341
Rakovica,Kanarevo Brdo;112.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";50;44.7540124;20.4534458
Renoviran stan u Braće Jerković, kod maksija ID#29;87.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";30;44.7705535;20.4943111
Braće Jerković 64m2 odlična lokacija;120.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";64;44.7705535;20.4943111
Radnička, retko u ponudi 31m2;86.000,00;"Beograd ";"Opština Čukarica ";"Ada Ciganlija ";31;44.7918226;20.4126107
Vitanovačka, 40m2;78.000,00;"Beograd ";"Opština Voždovac ";"Kumodraška ";40;44.778298;20.4801841
Medaković III, Borivoja Stevanovića 105m2 ID#1442;140.400,00;"Beograd ";"Opština Voždovac ";Medaković 3;105;44.7722771;20.5079556
"Zvezdara, Lipov lad, novogradnja, 2.0; 43m2";109.000,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";43;44.7953694;20.4940689
Banovo brdo,Kosutnjak,Golf naselje;460.000,00;"Beograd ";"Opština Čukarica ";"Golf ";147;null;null
"Savski venac, Kneza Miloša, 2.0; 57m2+2lođe";178.000,00;"Beograd ";"Opština Savski venac ";"Klinički centar ";60;43.8691644;18.4156868
Gornjogradska 67m2 2.5 1/4uk;172.000,00;"Beograd ";"Opština Zemun ";"Save Kovačevića ";67;44.793881;20.5275571
Penthouse na Vračaru ID#1900;1.200.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";208;44.7981382;20.4690468
Odličan stan kod Vukovog spomenika ID#1903;325.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";111;44.8046413;20.4832729
Vukov spomenik, stan za adaptaciju ID#1904;215.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";82;44.8046413;20.4832729
Cerak vinogradi, Vinogradski venac;140.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";65;44.7453393;20.422222
Mirijevo, Sejkina;114.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";52;44.7854051;20.5461547
Centar, Karadjordjeva, 4.5 (adaptibilan u 5.5);273.000,00;"Beograd ";"Opština Savski venac ";"Centar ";116;34.8325353;-92.1873959
Olimp, Milana Rakica;118.300,00;"Beograd ";"Opština Zvezdara ";"Olimp ";46,38;null;null
Miljakovac II, Vukasoviceva;165.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";77;44.7470721;20.4518071
Brace Jerkovic, Dragice Koncar;175.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";81;44.7705535;20.4943111
Vojvode Stepe 83m2 ID#3494;179.900,00;"Beograd ";"Opština Voždovac ";"Voždovačka crkva ";83;44.779525;20.4711979
Odličan četvorosoban stan na jedinstvenoj lokaciji;282.000,00;"Beograd ";"Opština Savski venac ";"Centar ";94;34.8325353;-92.1873959
Palilula, Bogoslovija - Milice Janković;105.000,00;"Beograd ";"Opština Palilula ";"Bogoslovija ";48;44.8151594;20.488473
Đeram,Šabačka, 1.0 ID#1980;74.000,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";24;44.80133319999999;20.4872266
Zemun Zemun 45m2 T;116.000,00;"Beograd ";"Opština Zemun ";"Centar ";45;34.8325353;-92.1873959
Zemun Zemun 45m2 T;116.000,00;"Beograd ";"Opština Zemun ";"Centar ";45;34.8325353;-92.1873959
Zemun Zemun 45m2 T;116.000,00;"Beograd ";"Opština Zemun ";"Centar ";45;34.8325353;-92.1873959
Zemun Zemun 45m2 T;116.000,00;"Beograd ";"Opština Zemun ";"Centar ";45;34.8325353;-92.1873959
Duplex Vračar - 3.0;147.000,00;"Beograd ";"Opština Vračar ";"Neimar ";49;null;null
0.5, Krunski venac, Koče Kapetana, 28m2;110.000,00;"Beograd ";"Opština Vračar ";"Krunski venac ";28;44.80355309999999;20.4714699
Bežanijska kosa Dragiše Brašovana uknjiižen;76.990,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 1;32;44.82207529999999;20.3882486
Blok 64, Novi Beograd;195.000,00;"Beograd ";"Opština Novi Beograd ";Blok 64;76;44.808996;20.3917616
Lux duplex, Vračar, Požarevačka, 207 m2;575.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";207;44.8001747;20.475769
Prodaja Uknjizenog Dvoiposobnog Stana Sa Parkingom;104.400,00;"Beograd ";"Opština Voždovac ";"Vojvode Vlahovića ";58;44.7598913;20.5068129
Vračar, Krunski venac - Kneginje Zorke 64m2;209.900,00;"Beograd ";"Opština Vračar ";"Krunska ";64;44.8052638;20.4702672
Svetogorska Skupština Stari grad Beograd Srbija;495.000,00;"Beograd ";"Opština Stari grad ";"Skupština ";100;44.8115854;20.4658261
Uralska Karaburma Palilula Beograd Srbija;135.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";75;44.8172662;20.509558
Janka Veselinovića Centar Vračar Beograd Srbija;920.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";291;44.8001747;20.475769
Takovska Botanička bašta Palilula Beograd Srbija;305.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";119;null;null
Mis Irbijeva Učiteljsko naselje Zvezdara Beogra...;210.000,00;"Beograd ";"Opština Zvezdara ";"Učiteljsko naselje ";124;44.7875437;20.5068282
Voje Veljkovića Kluz Zvezdara Beograd Srbija;250.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";114;46.7712101;23.6236353
Kosančićev venac Kosančićev venac Stari grad Be...;500.000,00;"Beograd ";"Opština Stari grad ";"Kosančićev venac ";100;44.8163355;20.4530116
Voje Veljkovića Kluz Zvezdara Beograd Srbija;240.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";160;46.7712101;23.6236353
Jevrema Grujića Dedinje Savski venac Beograd Sr...;125.000,00;"Beograd ";"Opština Savski venac ";"Dedinje ";91;44.77406879999999;20.4560195
Mileševska Centar Vračar Beograd Srbija;124.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";62;44.8001747;20.475769
Mileševska Kalenić pijaca Vračar Beograd Srbija;178.900,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";67;44.8001747;20.475769
Mihaila Avramovića Dedinje Savski venac Beograd...;480.000,00;"Beograd ";"Opština Savski venac ";"Dedinje ";138;44.77406879999999;20.4560195
Salvadora Aljendea Karaburma Palilula Beograd S...;140.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";99;44.8172662;20.509558
Topličin venac Topličin venac Stari grad Beogra...;650.000,00;"Beograd ";"Opština Stari grad ";"Topličin venac ";160;44.8163707;20.4548842
Palmotićeva Palmotićeva Stari grad Beograd Srbi...;399.000,00;"Beograd ";"Opština Stari grad ";"Centar ";93;34.8325353;-92.1873959
2.5 Mladenovac centar Doktora Rusa 48kv;53.000,00;"Beograd ";"Opština Mladenovac ";"Mladenovac (mesto) ";48;44.4364358;20.6938524
61 Blok-veliki stan 76 m2;157.000,00;"Beograd ";"Opština Novi Beograd ";Blok 61;76;44.8033864;20.3699008
Bulevar Milutina Milankovića, Blok 23, NBG;165.000,00;"Beograd ";"Opština Novi Beograd ";Blok 23;66;44.8084235;20.4240856
Dragice Končar, Braće Jerković, Voždovac;120.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";59;44.7705535;20.4943111
Kulina Bana, Lipov Lad, Zvezdara;206.000,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";80;44.7953694;20.4940689
Kulina Bana, Lipov Lad, Zvezdara;188.500,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";75;44.7953694;20.4940689
Kulina Bana, Lipov Lad, Zvezdara;233.500,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";90;44.7953694;20.4940689
Despotovačka, Višnjička banja, Palilula;81.700,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";54;44.82226;20.534591
Pere Velimirovića, Stari Košutnjak, Rakovica;180.000,00;"Beograd ";"Opština Rakovica ";"Stari Košutnjak ";92;44.7570589;20.4457953
Luja Adamiča, Paviljoni, Novi Beograd;209.900,00;"Beograd ";"Opština Novi Beograd ";"Paviljoni ";89;44.8333519;20.4060828
Despotovačka, Višnjička banja, Palilula;83.700,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";53;44.82226;20.534591
Alaska, Ugrinovačka, Zemun;99.000,00;"Beograd ";"Opština Zemun ";"Meandri ";44;null;null
Izuzetan lux porodičan penthouse na Dedinju 225m2;641.500,00;"Beograd ";"Opština Savski venac ";"Dedinje ";225;44.77406879999999;20.4560195
Visokog Stevana 58m2 ID#4577;230.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";58;44.8252158;20.460523
Žarkovo, renoviran stan ID#4120;99.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";47;44.7615346;20.4130631
Centar, Dr. Aleksandra Kostića, 126m2 ID#3491;350.000,00;"Beograd ";"Opština Savski venac ";"Palata pravde ";126;44.8050588;20.4539077
Autokomanda, odličan 2-s ID#3608;132.000,00;"Beograd ";"Opština Savski venac ";"Humska ";64;44.7896754;20.459835
Novi Beograd, Jurija Gagarina, 113m2 ID#3922;310.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);113;44.7983726;20.3743625
Petlovo brdo, Tuzlanska 76m2 ID#3609;123.900,00;"Beograd ";"Opština Rakovica ";"Kneževac ";76;44.7318473;20.4298488
Golf naselje, Izvorska, 63m2 ID#4584;208.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";63;44.7767729;20.4155629
Crveni krst, Svetomira Nikolajevića, 65m2 ID#3751;159.000,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";65;44.795856;20.4882292
Zemun, Cvijićeva ID#4585;80.000,00;"Beograd ";"Opština Zemun ";"Železnička kolonija ";56;null;null
Zemun, Gornji grad, 72m2 ID#3752;169.000,00;"Beograd ";"Opština Zemun ";"Gornji grad ";72;46.2961712;14.8062347
Šilerova novogradnja bez provizije ID#3610;170.736,00;"Beograd ";"Opština Zemun ";"Meandri ";71,14;null;null
Blok 44, Gandijeva, 75m2 ID#4588;198.000,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);75;44.8019065;20.3869173
Narodno pozorište, Dositejeva 89m2, mereno 99m2 I;480.000,00;"Beograd ";"Opština Stari grad ";"Trg Republike ";89;46.0508788;14.5009992
Zvezdara,Vojislava Ilića ID#4589;185.000,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";66;44.795856;20.4882292
Vračar, Cara Nikolaja II, penthaus 330m2 ID#3754;930.000,00;"Beograd ";"Opština Vračar ";"Čubura ";330;44.7954768;20.4773131
Konjarnik, uknjižen , dvosoban u novoj zgradi ID#4;124.000,00;"Beograd ";"Opština Zvezdara ";"Konjarnik ";48;44.7827202;20.5067648
Cvetkova pijaca, Tihomira Višnjevca, 58m2 mereno 7;165.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";71;44.7929494;20.5037812
Blok 21, Antifašističke borbe, 68m2 ID#3757;230.000,00;"Beograd ";"Opština Novi Beograd ";Blok 21;68;44.8145051;20.4303868
Medaković padina, Nikole Altomanovića 61m2 ID#3613;97.600,00;"Beograd ";"Opština Zvezdara ";"Veliki Mokri Lug ";61;44.7574333;20.5254314
Karaburma, Patrisa Lumumbe, 77m2 ID#2940;155.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";77;44.8172662;20.509558
BW Kula, bez provizije ID#1162;787.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";87,87;44.80488280000001;20.448043
BW Quartet 4, 2024. bez provizije ID#1121;272.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";77,19;44.80488280000001;20.448043
Neimar, Braničevska 56m2 ID#1236;196.000,00;"Beograd ";"Opština Vračar ";"Neimar ";56;null;null
Prodajem stan;132.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";60;44.7615346;20.4130631
Jurija Gagarina Blok 45, 119m2;280.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);119;44.7983726;20.3743625
Jurija Gagarina Blok 45, 113m2;271.200,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);113;44.7983726;20.3743625
Kvalitetna novogradnja Krnjača, super cena;64.070,00;"Beograd ";"Opština Palilula ";"Krnjača ";43;44.8475573;20.5185941
Jurija Gagarina, Blok 45 Penthouse;258.800,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);86;44.7983726;20.3743625
Bežanijka kosa Verspučijeva , 66(L) dvostran Cg;127.990,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 3;66;44.8200035;20.3796226
Novogradnja - stan u Surčinu;110.857,00;"Beograd ";"Opština Surčin ";"Surčin (mesto) ";68;44.7956031;20.2998398
Mirijevo odlična novogradnja;83.933,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";56,52;44.7854051;20.5461547
Trosoban stan - Kockica - Nbgd - Blok 30;265.000,00;"Beograd ";"Opština Novi Beograd ";Blok 30 (B92);78;44.8189461;20.4195249
Lux Kalenić pijaca - Vračar - Maksima Gorkog;510.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";174;44.8001747;20.475769
3.0 stan na Vračaru, pogled na Hram, Politova;310.000,00;"Beograd ";"Opština Vračar ";"Neimar ";90;null;null
Hotel Jugoslavija, cetvorosoban-pogled na Dunav;260.000,00;"Beograd ";"Opština Novi Beograd ";"Hotel Jugoslavija ";87;44.8295445;20.4201481
Blok 19a, Milentija Popovića;255.000,00;"Beograd ";"Opština Novi Beograd ";Blok 19a;89;44.8062034;20.4295152
Izuzetan, lux stan u Bloku 22;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 22;65;44.811609;20.4264583
Aviv park, nov, lux;159.000,00;"Beograd ";"Opština Zvezdara ";"Bulevar kralja Aleksandra ";67;44.7882497;20.5167404
Vračar, Njegoševa;680.000,00;"Beograd ";"Opština Vračar ";"Slavija ";180;44.8027838;20.465944
Kotež, odličan dvoiposoban stan;79.800,00;"Beograd ";"Opština Palilula ";"Kotež ";65;44.85071139999999;20.4697987
Cerak;112.000,00;"Beograd ";"Opština Čukarica ";"Cerak ";54;44.7520867;20.4184067
Blok 61, Jurija Gagarina;190.000,00;"Beograd ";"Opština Novi Beograd ";Blok 61;76;44.8033864;20.3699008
Kraljice Natalije, renoviran;315.000,00;"Beograd ";"Opština Stari grad ";"Zeleni venac ";110;44.8120378;20.4582228
2.0 stan sa panoramskim pogledom na Kalemegdan;189.000,00;"Beograd ";"Opština Stari grad ";"Kalemegdan ";54;44.8222662;20.4508992
Julino brdo, novogradnja, 3.0-soban;79.000,00;"Beograd ";"Opština Čukarica ";"Julino brdo ";50;44.7676092;20.4096266
Krunska, Kneginje Zorke;150.000,00;"Beograd ";"Opština Vračar ";"Krunska ";33;44.8052638;20.4702672
Botanička bašta, Vojvode Dobrnjca;195.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";127;null;null
Batajnica, 39kvm, npr;41.000,00;"Beograd ";"Opština Zemun ";"Batajnica ";39;44.9061323;20.2748158
Luksuzno renoviran, namešten, 2 parking mesta;300.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";80;44.8252158;20.460523
Odličan, svetao, blizina Galerije;290.000,00;"Beograd ";"Opština Savski venac ";"Sarajevska ";103;44.8029445;20.4541963
Atelje 212,Svetogorska, 107.8m2, 3.0-4.5, 2 garaže;270.000,00;"Beograd ";"Opština Stari grad ";Atelje 212;108;44.814295;20.4681403
Prelepa garsonjera kod Akva parka Hollywoodland;62.000,00;"Beograd ";"Opština Novi Beograd ";"Ledine ";23;44.8035245;20.3432558
Lion - Subotička;186.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";70;null;null
Banovo brdo - Golf, Izvorska;200.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";72;44.7767729;20.4155629
