title;price;place a;place b;place c;size;lat;long
Zemun, novogradnja, bez provizije ID#3415;130.598,00;"Beograd ";"Opština Zemun ";"Meandri ";50,23;null;null
Opština Novi Beograd, sređen ID#4688;184.888,00;"Beograd ";"Opština Novi Beograd ";"Opština ";64;null;null
Voždovac, Stepa Stepanovića, 3.0, 82m2;205.000,00;"Beograd ";"Opština Voždovac ";"Naselje Stepa Stepanović ";82;44.75355;20.49656
Bele Vode 2.0 stan 40+10 ID#1057;45.000,00;"Beograd ";"Opština Čukarica ";"Bele vode ";40;44.7501553;20.4028275
Lux 3.0 stan(75.34m2+80m2 terasa) Merin Hill, Voj;405.000,00;"Beograd ";"Opština Voždovac ";"Dušanovac ";75,34;44.7817724;20.4820974
Radoja Domanovića, Lion, Zvezdara;240.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";87;null;null
Stari grad, Kopitareva gradina, Đure Daničića, 88m;205.000,00;"Beograd ";"Opština Stari grad ";"Kopitareva gradina ";88;44.8161847;20.4684071
Prodajem 1.5 stan;64.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";31;44.7854051;20.5461547
Blok 23, 85m2+4m2 predprostor;249.000,00;"Beograd ";"Opština Novi Beograd ";Blok 23;85;44.8084235;20.4240856
Vukasovićeva, Kanarevo brdo, Rakovica;84.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";44;44.7540124;20.4534458
Prodaja stana Karađorđeva 90m2;499.000,00;"Beograd ";"Opština Stari grad ";"Kalemegdan ";90;44.8222662;20.4508992
Blok 44 odličan 2.0 stan 59m2+6m2;174.000,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);59;44.8019065;20.3869173
Prodaja stana Petra Lekovića 50m2+40m2+garaža;135.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";50;44.7767729;20.4155629
Novogradnja prodaja stana Mirijevo 47m2;96.719,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";47;44.7854051;20.5461547
Novogradnja Prodaja stana Mirijevo 38m2;80.913,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";38;44.7854051;20.5461547
Novogradnja Prodaja stana Mirijevo 38m2;80.913,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";38;44.7854051;20.5461547
Mirijevo, Raše Plaovića;60.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";41;44.7854051;20.5461547
Bogoslovija, Višnjička, 17 kvm;32.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";17;44.8172662;20.509558
Novi Beograd, Blok 62, Dušana Vukasovića, 60 m2;150.000,00;"Beograd ";"Opština Novi Beograd ";Blok 62;60;44.8039695;20.376525
Novi Beograd, Blok 29, Bulevar Arsenija Carnojevic;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 29;82;44.8157598;20.4171526
Stan Batajnica 46m2 vlasnik;83.000,00;"Beograd ";"Opština Zemun ";"Batajnica ";46;44.9061323;20.2748158
Vračar - Južni bulevar, 140m2;267.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";140;44.793588;20.4809591
Vračar, Čubura - Vardarska;296.000,00;"Beograd ";"Opština Vračar ";"Čubura ";112;44.7954768;20.4773131
Novi Beograd, Bežanijska kosa III - Vespučijeva;125.000,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 3;70;44.8200035;20.3796226
Zvezdara, Lion - Gvozdićeva;263.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";140;null;null
Novi Beograd, Blok 62 - Jurija Gagarina;140.000,00;"Beograd ";"Opština Novi Beograd ";Blok 62;71;44.8039695;20.376525
Čukarica, Julino brdo - Marine Veličković;79.000,00;"Beograd ";"Opština Čukarica ";"Julino brdo ";75;44.7676092;20.4096266
Zemun - Pregrevica;161.000,00;"Beograd ";"Opština Zemun ";"Pregrevica ";63;44.8547444;20.3915123
Savski venac, Ekonomski fakultet - Karađorđeva;230.000,00;"Beograd ";"Opština Savski venac ";"Ekonomski fakultet ";90;null;null
Svetolika Lazarevića Laze, Banovo brdo, Čukarica;95.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";39;44.7767729;20.4155629
Zemun, Novi grad, Ševina, 44m2;99.000,00;"Beograd ";"Opština Zemun ";"Novi grad ";44;45.0486976;16.3746171
Voždovačka crkva, 46m2, pr+1, ta, duplex, uk. ID#8;79.000,00;"Beograd ";"Opština Voždovac ";"Voždovačka crkva ";46;44.779525;20.4711979
Vračar, Hram Svetog Save 83m2, duplex ID#1009;235.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";83;44.7981382;20.4690468
Savski Venac, Zvecanska,Partizanov stadion;218.000,00;"Beograd ";"Opština Savski venac ";"Stadion Partizana ";79;44.788511;20.4585281
Fontana - Top - bez ulaganja - retko u ponudi;92.000,00;"Beograd ";"Opština Novi Beograd ";"Stari Merkator ";25;44.8280022;20.4125119
Novi Beograd, Stari Merkator, Bulevar M. Pupina;199.000,00;"Beograd ";"Opština Novi Beograd ";"Stari Merkator ";77;44.8280022;20.4125119
Novi Beograd, Blok 1 - Omladinskih brigada 60m2;185.000,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";60;34.0922335;-117.435048
Beograd na vodi, Quartet 3, Bulevar Vudroa Vilsona;774.336,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";222,29;44.80488280000001;20.448043
Cerak vinogradi, Vinogradski venac;195.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";122;44.7453393;20.422222
Odl. ponuda, Metropolitan, Bulevar Vudroa Vilsona;235.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";50,42;44.80488280000001;20.448043
39 m2 + 37 m2 Saborna crkva, Kneza Sime Markovica;149.000,00;"Beograd ";"Opština Stari grad ";"Centar ";39;34.8325353;-92.1873959
Medakovic III, Borivoja Stevanovica;159.900,00;"Beograd ";"Opština Voždovac ";Medaković 3;84;44.7722771;20.5079556
Vracar, Juzni bulevar;162.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";54;44.793588;20.4809591
Lekino brdo, Davida Pajica, 1.5, 49 m2;139.650,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";49;44.7891937;20.4947692
Tasmajdan, Resavska;380.000,00;"Beograd ";"Opština Vračar ";"Krunska ";105;44.8052638;20.4702672
Kalenic, Molerova;220.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";55;44.8001747;20.475769
Novi Beograd, Blok 63, Nehruova;196.000,00;"Beograd ";"Opština Novi Beograd ";Blok 63;96;44.805903;20.3823845
Hram, Dubljanska, 3.0, 135.20 m2;250.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";135,20;44.7981382;20.4690468
Centar, Kneza Milosa Residence, Kneza Milosa;890.000,00;"Beograd ";"Opština Savski venac ";"Centar ";231;34.8325353;-92.1873959
Mirijevo, Vitezova Karadjordjeve zvezde;135.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";71;44.7854051;20.5461547
Beograd na vodi, Arcadia, Hercegovacka;370.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";55;44.80488280000001;20.448043
Metropolitan, Bulevar Vudroa Vilsona;449.400,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";90;44.80488280000001;20.448043
Vladimira Popovića, Novi Beograd, penthouse ID#135;550.000,00;"Beograd ";"Opština Novi Beograd ";Blok 19a;163;44.8062034;20.4295152
Braće Jerković - 90kvm(2L);165.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";90;44.7705535;20.4943111
Medaković 2, lep stan, direktno od vlasnika;115.150,00;"Beograd ";"Opština Voždovac ";Medaković 2;47;44.7751713;20.4979187
Crveni krst, Mileševska, 75 m2;215.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";75;44.795856;20.4882292
Stari Grad - Džordža Vašingtona 55kvm(L);198.000,00;"Beograd ";"Opština Stari grad ";"Centar ";55;34.8325353;-92.1873959
Hram Svetog Save, 5.0, 114m2 ID#1261;310.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";114;44.7981382;20.4690468
Prelep neuseljavan dupleks,Voždovačka crkva, 201m2;536.000,00;"Beograd ";"Opština Voždovac ";"Voždovačka crkva ";201;44.779525;20.4711979
Rakovica (Beograd), Kanarevo brdo, Stan, 3, 146m2;155.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";146;44.7540124;20.4534458
0.5 stan kod Vukovog spomenika, Zahumska ID#1649;58.200,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";19;44.8046413;20.4832729
Landmark Residence - lux objekat, direktna prodaja;558.600,00;"Beograd ";"Opština Vračar ";"Bulevar kralja Aleksandra ";139,64;44.7882497;20.5167404
BW - King`s Park, bez provizije za kupce, ID 18518;711.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";159;44.80488280000001;20.448043
BW - Lumia, bez provizije za kupce, ID 17142;262.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";79;44.80488280000001;20.448043
Blok 29, renoviran, funkcionalan, ID 19133;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 29;78;44.8157598;20.4171526
BW - Aqua, novogradnja, odličan, ID 19130;256.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";55;44.80488280000001;20.448043
BW - Sensa, lux, u izgradnji, garaža, ID 17628;347.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";94;44.80488280000001;20.448043
Blok 19a, renoviran, uknjižen, ID 19139;165.000,00;"Beograd ";"Opština Novi Beograd ";Blok 19a;61;44.8062034;20.4295152
Stan u Trgovackoj;81.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";45;44.7615346;20.4130631
Stan u Žarkovu;93.000,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";55;44.7615346;20.4130631
Stan na Cukarickoj padini;125.000,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";64;44.7791826;20.4058581
Kuca u Bacevcu;96.300,00;"Beograd ";"Opština Barajevo ";"Baćevac ";116;44.585517;20.3749429
Kuca u Vrbovnu;45.000,00;"Beograd ";"Opština Lazarevac ";"Vrbovno ";177;44.5388697;20.2994286
Kuca u Bacevcu;85.000,00;"Beograd ";"Opština Barajevo ";"Baćevac ";60;44.585517;20.3749429
Prodaja 4.0 stana u centru Vračara;438.600,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";102;44.8001747;20.475769
Miljakovac - Čelebićka ID#1346;110.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";60;44.7470721;20.4518071
Vračar - Neimar, lux novogradnja;421.740,00;"Beograd ";"Opština Vračar ";"Neimar ";142;null;null
+ Palilula sf 14257;155.000,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";90;44.82226;20.534591
- Zvezdara sf 14359;132.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";67;44.7854051;20.5461547
+Zvezdara SF 14047;158.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";64;44.7854051;20.5461547
+ Novi Beograd sf 14442;170.000,00;"Beograd ";"Opština Novi Beograd ";"Stari Merkator ";43;44.8280022;20.4125119
- Voždovac sf 14445;143.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";52;44.7705535;20.4943111
Vojvode Stepe, četvorosoban 124m2 nov;272.800,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";124;44.7608581;20.4848359
Prodaja stana, Bogoslovija 2.5 53m2 ID#1104;132.000,00;"Beograd ";"Opština Palilula ";"Bogoslovija ";53;44.8151594;20.488473
Stan od kog zastaje dah... ID#105456;1.550.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";405;44.7981382;20.4690468
Voždovac, Kumodraž, Bulevar Peka Dapčevića, 50m2;110.000,00;"Beograd ";"Opština Voždovac ";"Kumodraž ";50;44.73943329999999;20.5098129
Prodaja stana, Mirijevo 1.0 55m2 ID#1103;63.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";55;44.7854051;20.5461547
Stan+p.prostor+parking ID#1101;109.000,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";87;44.7891937;20.4947692
Kalenić, Nikolaja Hartviga, 97m2+18m2 terase ID#9;299.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";97;44.8001747;20.475769
B. kosa 1, 89m2 + terasa, dupleks;190.000,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 1;89;44.82207529999999;20.3882486
Vracar, Koce Kapetana;100.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";49;44.8001747;20.475769
75m2+T fasadna cigla, povoljno;146.900,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 1;75;44.82207529999999;20.3882486
Trosoban stan sa podrumom od 60 kvm;95.000,00;"Beograd ";"Opština Barajevo ";"Barajevo (mesto) ";160;44.5789646;20.4125613
Zvezdara - Bulevar kralja Aleksandra;145.000,00;"Beograd ";"Opština Zvezdara ";"Bulevar kralja Aleksandra ";50;44.7882497;20.5167404
Stan Vračar Nevesinjska ulica;214.500,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";58;44.7981382;20.4690468
Tašmajdan, lux, novogradnja, 3.0, ID 19760;298.000,00;"Beograd ";"Opština Palilula ";"Tašmajdan ";71;44.8096815;20.469996
Cerak, Cerski venac;183.000,00;"Beograd ";"Opština Čukarica ";"Cerak ";61;44.7520867;20.4184067
240m2 sa garažnim mestom ID#121215;850.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";240;44.7981382;20.4690468
Voždovac, Medaković 3, Braće Srnić, 72m2;135.000,00;"Beograd ";"Opština Voždovac ";Medaković 3;72;44.7722771;20.5079556
2.0, Stdentski grad, Pariske komune, 55m2;129.000,00;"Beograd ";"Opština Novi Beograd ";Blok 4 (Politehnička akademija);55;44.8264023;20.4013869
Zemun-Novi Grad, Ševina, 44m2, lux ID#42288;99.000,00;"Beograd ";"Opština Zemun ";"Novi grad ";44;45.0486976;16.3746171
Kompletno renoviran ID#120668;110.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";44;null;null
Pregrevica, Zemun ID#1357;161.000,00;"Beograd ";"Opština Zemun ";"Gornji grad ";62,50;46.2961712;14.8062347
Vukov spomenik, Vojvode Bogdana, 97m2 (110m2) ID#1;240.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";97;44.8046413;20.4832729
Blok 45, 2.0 funkcionalan stan,odmah useljiv ID#11;104.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);55;44.7983726;20.3743625
Jove Ilića (Voždovačka crkva) ID#36051;189.900,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";75;44.7677617;20.4786785
Renoviran stan - Braće Jerković, kod vera ID#2952;105.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";40;44.7705535;20.4943111
Petlovo brdo;90.000,00;"Beograd ";"Opština Rakovica ";"Petlovo brdo ";54;44.7220194;20.4242951
Prodaje se četvorosoban stan na Crvenom krstu,87m2;260.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";87;44.795856;20.4882292
Palilula, Karaburma, 1.5, 43m2;79.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";43;44.8172662;20.509558
Rakovica - Marička, 41m2, Odmah useljiv;69.700,00;"Beograd ";"Opština Rakovica ";"Centar ";41;34.8325353;-92.1873959
Miljakovac - uknjižen;95.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";43;44.7470721;20.4518071
"Bogoslovija; 63 kvm; 3/4; parking";132.000,00;"Beograd ";"Opština Palilula ";"Bogoslovija ";63;44.8151594;20.488473
Zvezdara, Vukov spomenik, Vojvode Bogdana, 110m2;228.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";110;44.8046413;20.4832729
4.0 Bele vode;110.000,00;"Beograd ";"Opština Čukarica ";"Bele vode ";70;44.7501553;20.4028275
Luksuzan četvorosoban dupleks od 178m2, Lion;440.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";178;null;null
+ Palilula sf 11890;89.000,00;"Beograd ";"Opština Palilula ";"Borča ";98;44.8787385;20.4667137
Skupština, Salonac, retko u ponudi;643.000,00;"Beograd ";"Opština Stari grad ";"Skupština ";143;44.8115854;20.4658261
Predivan stan u novogradnji, Voždovac, Nestora Ž.;239.000,00;"Beograd ";"Opština Voždovac ";"Vitanovačka ";75;44.7781744;20.4774302
Stari Grad, Kraljice Natalije, 76+6, Salonski;250.000,00;"Beograd ";"Opština Stari grad ";"Centar ";76;34.8325353;-92.1873959
Najlepši stan u Železniku;150.000,00;"Beograd ";"Opština Čukarica ";"Novi Železnik ";92;null;null
Fontana, Pariske Komune,37m2 ID#42279;122.900,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";33;34.0922335;-117.435048
Stan u najlepšem delu Šumica ID#120751;140.000,00;"Beograd ";"Opština Voždovac ";"Šumice ";45;44.7856266;20.4912167
Mirna ulica, odlična lokacija ID#99065;89.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";52;null;null
Prodaja Lux stana na Cukarici;129.443,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";47,07;44.7767729;20.4155629
Skadarlija, Bulevar Despota Stefana ID#4459;265.000,00;"Beograd ";"Opština Stari grad ";"Skadarlija ";84;44.8177794;20.4647229
Kumodraška kod Vitanovačke ID#36595;121.000,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";55;44.7608581;20.4848359
Kraljice Natalije, trosoban salonski stan 77m2;210.000,00;"Beograd ";"Opština Savski venac ";"Centar ";77;34.8325353;-92.1873959
Banjica, izuzetan trosoban stan;199.000,00;"Beograd ";"Opština Voždovac ";"Banjica ";98,25;44.7621061;20.4683341
Zemun - Ševina 44kvm, lux;99.000,00;"Beograd ";"Opština Zemun ";"Novi grad ";44;45.0486976;16.3746171
3.0 stan na B.Kosi II ID#1257;181.000,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 2;81;44.8189019;20.3858748
Botanička Bašta,Hilandarska,76m2 ID#42935;310.000,00;"Beograd ";"Opština Stari grad ";"Centar ";76;34.8325353;-92.1873959
Crveni krst, Golubačka, sa dva garažna mesta ID#42;250.000,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";104;44.795856;20.4882292
Uknjižen stan - Vojvode Stepe, vero ID#2922;141.500,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";62;44.7608581;20.4848359
Blok 45/blizu Savskog keja/55m2;148.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);55;44.7983726;20.3743625
Voždovac, Stepa Stepanović, Druge srpske armije, 3;100.000,00;"Beograd ";"Opština Voždovac ";"Naselje Stepa Stepanović ";49;44.75355;20.49656
Sremčica 67m2, 2,5, nov;89.000,00;"Beograd ";"Opština Čukarica ";"Sremčica ";67;44.6759957;20.3919853
Kanarevo brdo, Vukasovićeva;70.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";64;44.7540124;20.4534458
Skojevsko naselje, adaptibilan u 3.5;163.000,00;"Beograd ";"Opština Rakovica ";"Skojevsko naselje ";74;44.7488098;20.4327635
Dimitrija Tucovića;95.000,00;"Beograd ";"Opština Zvezdara ";"Dimitrija Tucovića ";45;44.801971;20.4914278
Bulevar K. Aleksandra, uknjižen dupleks, 174+40m2;320.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";174;46.7712101;23.6236353
Odličan stan na top lokaciji!;175.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";78;44.7767729;20.4155629
Cerak vinogradi, Vidikovački venac;195.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";122;44.7453393;20.422222
Skojevsko naselje, Luke Vojvodića;119.000,00;"Beograd ";"Opština Rakovica ";"Skojevsko naselje ";65;44.7488098;20.4327635
Kralja Petra;290.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";80;44.8252158;20.460523
Zemun - centar, Dositejeva;125.000,00;"Beograd ";"Opština Zemun ";"Centar ";45;34.8325353;-92.1873959
Petlovo brdo, Rasinska;130.000,00;"Beograd ";"Opština Rakovica ";"Petlovo brdo ";73;44.7220194;20.4242951
Stari grad, Dorćol, Venizelisova, stan na prodaju;123.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";41;44.8252158;20.460523
Miljakovac 3,0 56m2, pr/4, cg;84.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";56;44.7470721;20.4518071
Blok 44,3.0 soban stan;134.000,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);84;44.8019065;20.3869173
Mirijevo I, Vitezova Karađorđeve zvezde 79+50 tera;160.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";79;44.7854051;20.5461547
Novi Beograd, Hotel YU, Aleksinačih rudara;239.000,00;"Beograd ";"Opština Novi Beograd ";"Hotel Jugoslavija ";78;44.8295445;20.4201481
Voždovac, Medaković 3, Braće Srnić, 31+11m2 terasa;67.000,00;"Beograd ";"Opština Voždovac ";Medaković 3;42;44.7722771;20.5079556
Živojina Žujovića, retko u ponudi;290.000,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";144;44.80133319999999;20.4872266
Ekskluzivna ponuda Lidera ID#119255;1.240.000,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);257;44.8061288;20.4015421
4.5 Braće Jerković, na top lokaciji ID#120634;175.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";119;44.7705535;20.4943111
Dupleks na lepoj lokaciji ID#120633;125.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";76;44.7705535;20.4943111
Galenika 4.0, 86m2 ID#114974;130.000,00;"Beograd ";"Opština Zemun ";"Galenika ";86;44.85708289999999;20.3672942
Stan na odličnoj lokaciji, novija gradnja ID#10586;180.000,00;"Beograd ";"Opština Vračar ";"Južni bulevar ";61;44.793588;20.4809591
Odlična ponuda ID#119276;185.000,00;"Beograd ";"Opština Stari grad ";"Politika ";49;null;null
Stan na dobroj lokaciji ID#120656;99.900,00;"Beograd ";"Opština Voždovac ";Medaković 3;57;44.7722771;20.5079556
Dvorišna nekretnina na lepoj lokaciji ID#119185;65.000,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";34;44.80133319999999;20.4872266
Lep, moderan stan, duplex ID#118852;200.000,00;"Beograd ";"Opština Voždovac ";"Banjica ";96;44.7621061;20.4683341
Tri nove - Novogradska 67m2, 3.0, vpr/4, cg, uknj.;312.000,00;"Beograd ";"Opština Zemun ";"Save Kovačevića ";67;44.793881;20.5275571
Blok 44 - Novi Beograd;191.000,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);66;44.8019065;20.3869173
3.0 stan na Voždovcu, Petrovaradinska ID#1647;179.800,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";62;44.7891937;20.4947692
3.0 stan na Voždovcu, Petrovaradinska ID#1648;185.600,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";64;44.7891937;20.4947692
Sinđelićevo sokače ID#1162;119.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";36;44.8001747;20.475769
Salonac na atraktivnoj lokaciji - 3.5;248.000,00;"Beograd ";"Opština Savski venac ";"Kneza Miloša ";87,65;44.8083301;20.4635596
BW Aria 3.0-soban sa garažom;355.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";82;44.80488280000001;20.448043
Voždovačka crkva, 280m2, II/III, eg, lux, uk. ID#8;370.000,00;"Beograd ";"Opština Voždovac ";"Voždovačka crkva ";280;44.779525;20.4711979
Karaburma, Uralska, 54m2, uknjižen;97.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";54;44.8172662;20.509558
Vračar, Neimar, 4,0, 142m2, L ID#1204;568.000,00;"Beograd ";"Opština Vračar ";"Neimar ";142;null;null
Prodaja,Mirijevo 35m2 ID#1081;65.500,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";35;44.7854051;20.5461547
4.0 Centar, Bulevar Despota Stefana, uknjižen;230.000,00;"Beograd ";"Opština Palilula ";"Centar ";105;34.8325353;-92.1873959
1.5 39T Zvezdara Cvetanova ćuprija novog.;49.000,00;"Beograd ";"Opština Zvezdara ";"Cvetanova ćuprija ";39;44.7674746;20.5139649
Garsonjera 24 m2, novogradnja Ledine;44.600,00;"Beograd ";"Opština Novi Beograd ";"Ledine ";24;44.8035245;20.3432558
Vračar, Pravni fakultet-Beogradska;309.000,00;"Beograd ";"Opština Vračar ";"Pravni fakultet ";90;null;null
Dvoiposoban stan kod Đerma, 60m2, parking mesto;165.000,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";60;44.80133319999999;20.4872266
Mirijevo 3 odlican stan 47m2 uknjizen;80.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";47;44.7854051;20.5461547
Zvezdara, Mirijevo, nov stan 43m2;84.800,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";43;44.7854051;20.5461547
Višnjička banja, Sunnyville Premium 2, stan 67m2;127.300,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";67;44.82226;20.534591
Višnjička banja, Sunnyville, nov stan 65m2;113.000,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";65;44.82226;20.534591
1.5 stan kod Fontane ID#121535;115.000,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";41;34.0922335;-117.435048
Lux stan kod Immocentra;229.000,00;"Beograd ";"Opština Novi Beograd ";Blok 64;81;44.808996;20.3917616
Renoviran stan u centru;230.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";85;null;null
Vozdovac, Ulica Brace Jerkovic Vlasnik uknjizen;165.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";77;44.7705535;20.4943111
Jednoiposoban stan, Centar Fontane, do McDonaldsa;155.000,00;"Beograd ";"Opština Novi Beograd ";"Fontana ";48;34.0922335;-117.435048
4.0 Miloja Đaka 117 m2;350.000,00;"Beograd ";"Opština Savski venac ";"Dedinje ";117;44.77406879999999;20.4560195
2.0 Banjica;175.000,00;"Beograd ";"Opština Voždovac ";"Banjica ";90;44.7621061;20.4683341
3.5 Kapije Vračara 85m2;230.000,00;"Beograd ";"Opština Vračar ";"Čubura ";85;44.7954768;20.4773131
2.0 Hram Svetog Save 58m2+6m2 terasa;209.900,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";58;44.7981382;20.4690468
3.0 Durmitorska 76m2;199.000,00;"Beograd ";"Opština Savski venac ";"Palata pravde ";76;44.8050588;20.4539077
Oaza -Lux stan, 132m2;450.000,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";132;44.8046413;20.4832729
Stan sa garažom u Bloku 30 - Vlasnik;255.000,00;"Beograd ";"Opština Novi Beograd ";Blok 30 (B92);75;44.8189461;20.4195249
Beograd na vodi - Bulevar Vudroa Vilsona;412.500,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";92;44.80488280000001;20.448043
Beograd na vodi - Bulevar Vudroa Vilsona;412.500,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";92;44.80488280000001;20.448043
Beograd na vodi - Bulevar Vudroa Vilsona;300.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";54;44.80488280000001;20.448043
Palilula, Karaburma - Marijane Gregoran;110.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";68;44.8172662;20.509558
Luksuzan penthouse - Zrmanjska;1.200.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";296;44.7767729;20.4155629
Neimar - trosoban stan;147.000,00;"Beograd ";"Opština Vračar ";"Neimar ";49;null;null
